word,relative freq (lyrics / general usage),general usage absolute freq,pop lyrics absolute freq
"um",0.0045074286400907885,21907,2
"cell",0.006548026473373269,7540,1
"example",0.009146372658250175,5398,1
"program",0.009427557687461228,5237,1
"re",0.009792655250505171,20167,4
"10",0.009832145695356856,10043,2
"actually",0.01003702370588218,4919,1
"including",0.010115164845161739,4881,1
"11",0.010146345994499477,4866,1
"area",0.011908374242458863,4146,1
"gene",0.012651407971616773,7805,2
"support",0.01307870718125416,3775,1
"rate",0.013567496457607709,3639,1
"25",0.013582426302402875,3635,1
"likely",0.0141063198883527,3500,1
"office",0.014187390692308748,3480,1
"function",0.014191468700556036,3479,1
"political",0.014390008629913858,3431,1
"don",0.01477954316047901,23384,7
"states",0.0150387205632758,6566,2
"16",0.015057066059540852,3279,1
"effects",0.015380722619699206,3210,1
"uh-huh",0.015708596757631067,15715,5
"also",0.016264522437038974,21249,7
"values",0.016623609296038535,2970,1
"tax",0.016919849077873354,2918,1
"market",0.016983873274590455,2907,1
"social",0.01705427274930378,2895,1
"public",0.01713714668838405,5762,2
"which",0.018147268877654926,29927,11
"expression",0.01835394781012433,8070,3
"quality",0.018902036603841675,2612,1
"potential",0.018952829024658138,2605,1
"bush",0.019323725874455754,2555,1
"ll",0.019654506213867218,7536,3
"approach",0.020334480893424402,2428,1
"legal",0.02045241077433076,4828,2
"presence",0.020640518231285307,2392,1
"amount",0.020973712663226188,2354,1
"costs",0.021063190959571012,2344,1
"terms",0.02110821701976676,2339,1
"structure",0.021126281390344222,2337,1
"court",0.02118066049302207,2331,1
"congress",0.021281086038463126,2320,1
"provided",0.021503536415171796,2296,1
"central",0.021503536415171796,2296,1
"media",0.021644945028160653,2281,1
"large",0.021697261968461636,4551,2
"independent",0.021749832426975528,2270,1
"issues",0.021769012173383798,2268,1
"college",0.021972460885284577,2247,1
"general",0.02199693455523923,4489,2
"capital",0.02225974734410931,2218,1
"personal",0.022269787825545534,2217,1
"site",0.02251350643375944,4386,2
"education",0.023092665860259327,2138,1
"file",0.023212091964849295,2127,1
"effect",0.023349311709261973,4229,2
"exactly",0.023679673673493738,2085,1
"los",0.024393339727882633,2024,1
"added",0.024624498558221672,2005,1
"total",0.024704588245801577,3997,2
"concentration",0.024885140932073814,1984,1
"additional",0.025132155565912168,3929,2
"products",0.02526720553184977,1954,1
"product",0.02539718086894776,1944,1
"26",0.025674529177969033,1923,1
"difficult",0.0258763729608147,1908,1
"whether",0.02590352550327096,5718,3
"group",0.026067644989036142,5682,3
"source",0.02686187138696107,1838,1
"50",0.026905787252988804,3670,2
"types",0.027690476505459593,1783,1
"post",0.027698243820047378,3565,2
"directly",0.028180433566914638,1752,1
"1998",0.028621518614048956,1725,1
"study",0.02865806803415048,8614,5
"center",0.02873813714158001,3436,2
"according",0.028780017259827716,3431,2
"specific",0.029025349564511728,3402,2
"president",0.02919699562935213,6764,4
"1999",0.02933578111065624,1683,1
"government",0.029344499024805026,6730,4
"provides",0.03006828234423535,1642,1
"chinese",0.030252524270364248,1632,1
"schools",0.030252524270364248,1632,1
"account",0.03053315993149935,1617,1
"sort",0.03054260415046981,3233,2
"methods",0.030828672874951266,3203,2
"100",0.03090586517009981,3195,2
"project",0.031427192622046116,1571,1
"value",0.03162851992904193,3122,2
"loss",0.03168942208551634,1558,1
"english",0.03173015399051057,3112,2
"phase",0.03216424730243287,1535,1
"income",0.032396403943067226,1524,1
"appear",0.0329807078217999,1497,1
"bin",0.03302482917005649,1495,1
"director",0.03304693414272721,1494,1
"alternative",0.03320250141844953,1487,1
"interest",0.03377025965063916,2924,2
"equal",0.034143927807216076,1446,1
"analyzed",0.03440565826427488,1435,1
"several",0.03496609037481194,5648,4
"negative",0.03514029865425939,1405,1
"important",0.03573805255825874,5526,4
"official",0.035933129264362776,1374,1
"major",0.03607315120012259,4106,3
"insurance",0.03624972071162588,1362,1
"require",0.03627635533375051,1361,1
"claims",0.03630302912443709,1360,1
"culture",0.03635649455761005,2716,2
"among",0.03716380851278468,5314,4
"member",0.03748832164710285,1317,1
"aid",0.03771743285655802,1309,1
"traditional",0.03774626881439942,1308,1
"absence",0.037920214753636286,1302,1
"muscle",0.03794936172885046,1301,1
"order",0.038382057224074465,3859,3
"exposure",0.038511793766953545,1282,1
"via",0.03909114775077945,1263,1
"contain",0.0392777403414753,1257,1
"lower",0.03983228689732509,2479,2
"focus",0.04050214898214475,1219,1
"minutes",0.04138484460120239,2386,2
"random",0.04173467422589556,1183,1
"daughter",0.04176998274892931,1182,1
"houses",0.041983094905811605,1176,1
"evidence",0.041994998249986766,3527,3
"security",0.04223449068369072,3507,3
"union",0.04227065035037196,1168,1
"authority",0.04241591031721173,1164,1
"papers",0.04330887685020566,2280,2
"able",0.043334218498450365,3418,3
"considered",0.04361494665126718,2264,2
"15",0.0441413675540764,4474,4
"british",0.04426008033100354,2231,2
"alcohol",0.04464025281124272,1106,1
"failure",0.04472112283445149,1104,1
"otherwise",0.04476166782342198,1103,1
"role",0.04485655930578539,3302,3
"administration",0.04537878640554637,2176,2
"computer",0.045462356914580525,2172,2
"paying",0.0455462358018768,1084,1
"leaders",0.04575729342839152,1079,1
"risk",0.04577143350670684,3236,3
"probably",0.045956053002700385,6446,6
"assistance",0.046402368053791776,1064,1
"ancient",0.0471557971434904,1047,1
"extent",0.0471557971434904,1047,1
"debate",0.047382072561645346,1042,1
"opportunity",0.04784120117173881,1032,1
"present",0.048262091504628006,4092,4
"failed",0.04854682360790015,1017,1
"agreement",0.04854682360790015,1017,1
"error",0.04883493532070668,1011,1
"title",0.049372119609234454,1000,1
"combination",0.04952068165419704,997,1
"husband",0.04982050414655343,1982,2
"positive",0.0511893412226381,1929,2
"latest",0.051269075398997346,963,1
