word,relative freq (lyrics / general usage),general usage absolute freq,pop lyrics absolute freq
"ve",0.0035724751654528366,14229,1
"study",0.005901178213284003,8614,1
"figure",0.006825020022721322,7448,1
"re",0.00756177157671866,20167,3
"system",0.007581319780645549,6705,1
"states",0.007741813757116723,6566,1
"protein",0.008579366941641924,5925,1
"report",0.009195504545808322,5528,1
"program",0.009706463457939357,5237,1
"actually",0.01033395997748087,4919,1
"including",0.010414412851716534,4881,1
"legal",0.010528738427760647,4828,1
"based",0.011669593464010194,4356,1
"area",0.01226067272774443,4146,1
"however",0.01240882439380652,8193,2
"present",0.012422470461688272,4092,1
"level",0.012891896811876339,3943,1
"thus",0.013359461006367517,3805,1
"ll",0.013490644673362103,7536,2
"increase",0.01420702882314936,3578,1
"evidence",0.01441246076813961,3527,1
"provide",0.014755514986713614,3445,1
"center",0.014794164473000119,3436,1
"groups",0.015334162633251405,3315,1
"research",0.015413204708680536,3298,1
"et",0.015521450115794934,3275,1
"per",0.015718227931115773,3234,1
"sort",0.01572308973994074,3233,1
"compared",0.015732822386019314,3231,1
"identified",0.016530975326578344,3075,1
"usually",0.01704652888304105,2982,1
"involved",0.01793674986917022,2834,1
"issue",0.018115733830801287,2806,1
"recently",0.01844439373339202,2756,1
"performance",0.019110056063619704,2660,1
"during",0.019687354426502095,7746,3
"section",0.019771586592465345,2571,1
"bush",0.019895400833357498,2555,1
"cell",0.02022523174902987,7540,3
"community",0.02077349780516077,2447,1
"terms",0.02173268453579667,2339,1
"don",0.021738260831862987,23384,10
"provided",0.022139699098095992,2296,1
"greater",0.02241302871659101,2268,1
"considered",0.022452627707256364,2264,1
"determined",0.02272362500189021,2237,1
"type",0.023626655416792194,4303,2
"film",0.024893608780229386,2042,1
"museum",0.02494246767871855,2038,1
"expression",0.02519591034905993,8070,4
"points",0.025277349144320442,2011,1
"added",0.025352992084403198,2005,1
"concentration",0.025621345327232058,1984,1
"published",0.025738100824925777,1975,1
"additional",0.025875667665680023,3929,2
"gene",0.026051376875965874,7805,4
"product",0.026148533502689506,1944,1
"positive",0.02635186580053313,1929,1
"public",0.02646620051851531,5762,3
"agencies",0.026810521692631015,1896,1
"island",0.026995618231135637,1883,1
"service",0.027038696345334255,3760,2
"nuclear",0.027329435015714196,1860,1
"foreign",0.028053393559176826,1812,1
"collection",0.028099916599905142,1809,1
"address",0.02814659420223057,1806,1
"industry",0.028193427137675208,1803,1
"certainly",0.028461785626667638,1786,1
"received",0.029047285216701944,1750,1
"function",0.02922262094235608,3479,2
"signal",0.029485353323218333,1724,1
"angeles",0.029744148115405735,1709,1
"economy",0.03000752605031193,1694,1
"lack",0.030078549780608525,1690,1
"appropriate",0.030132038606537286,1687,1
"1999",0.030203653671555798,1683,1
"countries",0.030347909927897557,1675,1
"television",0.030585288284734297,1662,1
"31",0.030789066704559904,1651,1
"drugs",0.03095782529185652,1642,1
"comments",0.03101449001173179,1639,1
"risk",0.031417026655889004,3236,2
"tests",0.0322338295049007,1577,1
"35",0.0322952662828643,1574,1
"project",0.032356937701609426,1571,1
"entire",0.03239818300142027,1569,1
"transcription",0.03250175775526113,1564,1
"loss",0.032626924986667784,1558,1
"selection",0.03264787998023661,1557,1
"similar",0.03265487096096043,4670,3
"reaction",0.033420610867342805,1521,1
"executive",0.03361954307488651,1512,1
"using",0.03379195098809106,10530,7
"critics",0.03420777195775801,1486,1
"stock",0.0342308074944299,1485,1
"interest",0.03476932224981423,2924,2
"site",0.03476932224981423,4386,3
"um",0.03480582630841403,21907,15
"subjects",0.03481695145837562,1460,1
"market",0.034972651619696184,2907,2
"social",0.03511761597874156,2895,2
"equal",0.03515404504096017,1446,1
"delivery",0.03520273485403629,1444,1
"17",0.035227130373685654,2886,2
"defense",0.03527602299044303,1441,1
"planning",0.035423518556953595,1435,1
"uh-huh",0.03558130705832087,15715,11
"therefore",0.03570969380346218,2847,2
"several",0.03600053054477932,5648,4
"ii",0.0361798926186679,2810,2
