word,relative freq (lyrics / general usage),general usage absolute freq,pop lyrics absolute freq
"tender",0.820953977602093,96,1
"pay",0.8218551345478691,3644,38
"evening",0.8234045864904574,670,7
"price",0.8249980858661426,1624,17
"guaranteed",0.8252521659665019,191,2
"witness",0.8252521659665019,382,4
"taking",0.8268263236507488,2097,22
"snow",0.8278527505231189,476,5
"plane",0.8281427164602548,571,6
"sent",0.8288024859921704,1046,11
"makeup",0.8295955984189571,95,1
"unbelievable",0.8295955984189571,95,1
"delhi",0.8295955984189571,95,1
"needless",0.8295955984189571,95,1
"shield",0.8295955984189571,95,1
"once",0.8299521836751012,4653,49
"memory",0.8306886097475724,759,8
"last",0.8323401569580706,7859,83
"full",0.8338215948058876,2552,27
"apple",0.8354584648388791,283,3
"tube",0.8354584648388791,283,3
"injuries",0.8384210835085205,188,2
"drain",0.8384210835085205,94,1
"hostility",0.8384210835085205,94,1
"mines",0.8384210835085205,94,1
"clear",0.8401398639175169,2439,26
"key",0.8424040815299386,1684,18
"lacking",0.8429046187144484,374,4
"dog",0.8432514930431374,1215,13
"charming",0.8444098055335814,280,3
"guns",0.8461366149518504,652,7
"rican",0.8474363639763541,93,1
"climb",0.8474363639763541,279,3
"amateur",0.8474363639763541,93,1
"leaves",0.8487401122286253,650,7
"men",0.8497944477717664,2875,31
"coach",0.8504846962208733,278,3
"dos",0.8520171010789289,185,2
"path",0.852939197508668,462,5
"facial",0.856647628802184,92,1
"toy",0.856647628802184,184,2
"desperate",0.856647628802184,184,2
"valleys",0.856647628802184,92,1
"elevator",0.856647628802184,92,1
"freely",0.8613287633858026,183,2
"admit",0.8622711362122638,457,5
"ways",0.8641620816864136,1824,20
"while",0.8655857424470172,9105,100
"busy",0.8660613390088013,546,6
"prototype",0.8660613390088014,91,1
"todd",0.8660613390088014,91,1
"explored",0.8660613390088014,182,2
"thrust",0.8660613390088014,91,1
"begin",0.8695360083729291,997,11
"salt",0.8698850093797011,453,5
"none",0.8702452102117424,1449,16
"above",0.8748265696680482,3063,34
"pace",0.8756842427755658,270,3
"trim",0.8756842427755659,90,1
"sister",0.8767666707641635,809,9
"though",0.8777220717979823,6016,67
"victim",0.8781234746495925,359,4
"cat",0.8837180431680023,981,11
"tuesday",0.8847586908872297,1158,13
"possessed",0.885523391570797,89,1
"boot",0.885523391570797,89,1
"sally",0.885523391570797,89,1
