word,relative freq (lyrics / general usage),general usage absolute freq,pop lyrics absolute freq
"analysis",6.669578202523014E-4,8151,1
"protein",9.175313405698749E-4,5925,1
"proteins",0.0013011903285965794,4178,1
"thus",0.0014287445973394243,3805,1
"reports",0.0015001029781668072,3624,1
"cells",0.0016198966605710696,13424,4
"process",0.001632544502365318,3330,1
"programs",0.001725285050103621,3151,1
"slate",0.0017313290423173597,3140,1
"genes",0.0018509952989024547,8811,3
"ml",0.001877849116710366,2895,1
"nyt",0.0019121959876456241,2843,1
"related",0.0019884320383600986,2734,1
"studies",0.0020134715529172256,5400,2
"data",0.0020920392491635916,12993,5
"samples",0.0021859160405615237,2487,1
"fig",0.0022112561288901806,4917,2
"community",0.0022216482194019243,2447,1
"results",0.0022582552725878605,7222,3
"article",0.0023332073789169567,2330,1
"issues",0.002396989943949078,2268,1
"medical",0.002411878080246898,2254,1
"determine",0.002523850135968667,2154,1
"multiple",0.002588749139465004,2100,1
"treatment",0.0026846287372229672,4050,2
"distribution",0.0026926068315386376,2019,1
"min",0.002701974747950551,2012,1
"percent",0.0028080440045849735,5808,3
"organization",0.0028462686873699005,1910,1
"agencies",0.0028672854392808593,1896,1
"described",0.0028909190071132723,3761,2
"economy",0.003209193148097113,1694,1
"countries",0.003245595936045677,1675,1
"provides",0.003310824112592271,1642,1
"software",0.0033209365869740436,1637,1
"individuals",0.0033620118694350706,1617,1
"ve",0.003438566219403232,14229,9
"tests",0.0034472880107016546,1577,1
"critical",0.003464865005020082,1569,1
"resources",0.003469287296028404,1567,1
"respectively",0.0034715026774434924,1566,1
"interesting",0.0034726114294963326,3131,2
"identified",0.0035358524831717135,3075,2
"relatively",0.0035485464705460245,1532,1
"workers",0.003557835859212375,1528,1
"comparison",0.0036218342390916115,1501,1
"senate",0.00364612554854226,1491,1
"values",0.0036608573689404103,2970,2
"binding",0.003722268533294426,2921,2
"republicans",0.0037414818946156295,1453,1
"analyzed",0.003788413374826836,1435,1
"testing",0.003880352029176666,1401,1
"tested",0.0038998372976158605,1394,1
"report",0.00393369985012772,5528,4
"whereas",0.0039422575727893466,1379,1
"financial",0.004023962392950784,2702,2
"performance",0.0040874986412605336,2660,2
"potential",0.004173798996450295,2605,2
"membrane",0.004185044798211323,1299,1
"services",0.0042153320182552415,3869,3
"differences",0.00422899509364178,2571,2
"candidate",0.004243851048303286,1281,1
"predicted",0.0043386857086005655,1253,1
"calculated",0.004342151112521174,1252,1
"internal",0.0043665648135554295,1245,1
"legal",0.0045040374423169095,4828,4
"complex",0.004513385797323794,2409,2
"increase",0.00455816645573771,3578,3
"responses",0.004568380834350008,1190,1
"interaction",0.004572223038584113,1189,1
"posted",0.004576071711175513,1188,1
"levels",0.004705798046203427,4621,4
"improve",0.004714981086623164,1153,1
"media",0.004766657775428768,2281,2
"sample",0.004796094568042797,2267,2
"pairs",0.004798211114630634,1133,1
"development",0.004805279781564386,3394,3
"fund",0.004862587829048756,1118,1
"tissue",0.004880047749440314,2228,2
"2000",0.004906474000791073,2216,2
"groups",0.004919794744684624,3315,3
"funds",0.0049738089596308415,1093,1
"increases",0.004992078230373286,1089,1
"administration",0.004996666537570321,2176,2
"methods",0.005091826281183118,3203,3
"ensure",0.005095007678422221,1067,1
"conducted",0.00516274757158263,1053,1
"current",0.005167655126308468,3156,3
"candidates",0.005187379000836364,1048,1
"extent",0.005192333517551584,1047,1
"democrats",0.005227281916227413,1040,1
"result",0.005230634887309021,3118,3
"array",0.005430942250625883,1001,1
"clinical",0.005474696065333845,1986,2
"concentration",0.0054802149121739,1984,2
"mutation",0.0054802149121739,992,1
"access",0.005570054500898063,1952,2
"formation",0.005581491984472802,974,1
"global",0.005581491984472802,974,1
"journal",0.005651115585110717,1924,2
"90",0.005662888742579697,960,1
"online",0.005686582837736934,956,1
"correlation",0.005722498097764746,950,1
"discussed",0.0057406263916330615,947,1
"developed",0.0057406263916330615,1894,2
"importance",0.005758869907708167,944,1
"newsweek",0.005758869907708167,944,1
"sept",0.005777229748009043,941,1
"models",0.0057803011088532795,1881,2
"virus",0.005801892415022955,937,1
"promoter",0.005808091018030459,936,1
"highly",0.005877160208515145,1850,2
"recently",0.005917677641012165,2756,3
"federal",0.005962243027940897,4559,5
"rural",0.005987195146339767,908,1
"construction",0.005993796243524266,907,1
"students",0.006000411912667229,1812,2
"jewish",0.006000411912667229,906,1
"exercise",0.0060070422020734905,905,1
"cases",0.006025351280550301,3609,4
"regarding",0.006033710535933972,901,1
"evaluation",0.006053867698080745,898,1
"consistent",0.006070768501257966,1791,2
"scores",0.006270326635382363,867,1
"somewhat",0.006277567197316985,866,1
"tumors",0.006277567197316985,866,1
"context",0.0063213641777633825,860,1
"political",0.006337946013263199,3431,4
"typically",0.006365776572454929,854,1
"responsibility",0.006380719709948954,852,1
"application",0.006403266422704957,849,1
"identical",0.006403266422704957,849,1
"dole",0.0064108174444298454,848,1
"identify",0.006483450438731674,1677,2
"training",0.006557748121684571,1658,2
"indicates",0.006662222050093761,816,1
"profiles",0.0067115718430574185,810,1
"definition",0.006838205274058502,795,1
"characteristics",0.006855451693413,793,1
"amounts",0.006872785326013286,791,1
"300",0.006916505334448484,786,1
"weekly",0.006943005354886985,783,1
"approaches",0.007005635557830553,776,1
"selected",0.00703282431161256,1546,2
"reviews",0.007041934187663872,772,1
"britain",0.007069405972531221,769,1
