								
"BOOT"	12.9	"3/2/2012"	"3:55pm"	-0.32	12.82	12.9	12.8	400
"BOSC"	0.89	"3/2/2012"	"9:54am"	0	"N/A"	0.89	0.8499	700
"BOTJ"	5.26	"3/2/2012"	"2:40pm"	0.01	5.26	5.26	5.26	300
"BOVA"	0.77	"3/2/2012"	"3:42pm"	-0.05	0.77	0.87	0.77	1900
"BPAX"	0.76	"3/2/2012"	"4:00pm"	0.0298	0.732	0.788	0.72	5008620
"BPFH"	9.47	"3/2/2012"	"4:00pm"	-0.18	9.66	9.67	9.42	422235
"BPHX"	2.08	"3/2/2012"	"3:59pm"	-0.05	1.94	2.2	1.87	17601
"BRCD"	5.77	"3/2/2012"	"4:00pm"	-0.08	5.83	5.85	5.71	3989330
"BRCM"	36.18	"3/2/2012"	"4:00pm"	-0.97	37.05	37.2	36.085	7865875
"BRID"	8.68	"3/2/2012"	"3:11pm"	-0.13	"N/A"	8.68	8.68	200
"BRKL"	9.02	"3/2/2012"	"4:00pm"	-0.15	9.2	9.2099	9	545668
"BRKR"	15.97	"3/2/2012"	"4:00pm"	-0.08	15.85	16.14	15.84	521112
"BRKS"	11.76	"3/2/2012"	"4:00pm"	-0.19	11.98	12.03	11.51	698046
"BRLI"	22.4	"3/2/2012"	"4:00pm"	0.12	22.54	22.98	22.29	631635
"BSET"	8.34	"3/2/2012"	"4:00pm"	0.07	8.3	8.35	8.22	20358
"BSFT"	37.57	"3/2/2012"	"4:00pm"	-0.69	37.93	38.25	37.45	768074
"BSRR"	8.92	"3/2/2012"	"4:00pm"	-0.33	9.24	9.35	8.91	22976
"BTUI"	2.91	"3/2/2012"	"3:59pm"	0	3.19	3.19	2.9	5470
"BUR"	7.82	"3/2/2012"	"3:44pm"	0.02	"N/A"	7.82	7.82	100
								
"AAC"	9.78	"2/28/2012"	"11:08am"	0	"N/A"	"N/A"	"N/A"	0
"BUSE"	4.63	"3/2/2012"	"4:00pm"	-0.21	4.89	4.92	4.58	228844
"BV"	16.72	"3/2/2012"	"4:00pm"	-0.15	17.05	17.39	16.71	410723
"BWINB"	20.81	"3/2/2012"	"4:00pm"	-0.51	21.25	21.35	20.79	36456
"BWLD"	86.76	"3/2/2012"	"4:00pm"	-0.7	87.38	87.87	86.02	322146
"BWOW"	0.521	"3/2/2012"	"3:59pm"	0	0.54	0.5598	0.5202	12395
"BYFC"	1.56	"3/2/2012"	"3:02pm"	0.06	1.41	1.56	1.41	1800
"CA"	27.05	"3/2/2012"	"4:00pm"	-0.1	27.08	27.24	26.96	2435828
"CAAS"	6.03	"3/2/2012"	"4:00pm"	0	6.1	6.26	6	52624
"CACB"	5.56	"3/2/2012"	"4:00pm"	-0.2	5.77	5.8	5.52	8143
"CACC"	91.81	"3/2/2012"	"4:00pm"	-3.56	95.36	95.744	91.09	34969
"CACH"	7	"3/2/2012"	"4:00pm"	0.56	6.6	7.05	6.43	91831
"CADC"	2.3954	"3/2/2012"	"3:14pm"	-0.0046	2.4	2.42	2.39	16500
"CAFI"	2.21	"3/2/2012"	"9:31am"	-0.06	2.27	2.21	2.21	443
"CALD"	7.41	"3/2/2012"	"4:00pm"	0	7.47	7.56	7.36	234998
"CALI"	0.96	"3/2/2012"	"3:55pm"	-0.0101	0.86	1.03	0.85	12048
"CALL"	21.98	"3/2/2012"	"4:00pm"	0.49	21.67	23.99	21.45	907060
"CALM"	39.18	"3/2/2012"	"4:00pm"	-0.3	39.48	39.99	39.18	186676
"CAMP"	4.48	"3/2/2012"	"4:00pm"	0.04	4.43	4.52	4.25	70751
"CAR"	12.79	"3/2/2012"	"4:00pm"	-0.26	13.03	13.17	12.75	2081942
"CARB"	9.46	"3/2/2012"	"4:00pm"	-0.06	9.5	9.54	9.35	99215
"CART"	2	"3/2/2012"	"3:51pm"	0.01	2.07	2.09	2	1211
"CARV"	6.27	"3/2/2012"	"9:30am"	0.03	6.27	6.27	6.27	301
"CASH"	21.49	"3/2/2012"	"4:00pm"	-0.03	21.49	21.75	21.2201	700
"CASM"	2.3	"3/2/2012"	"3:59pm"	-0.01	2.24	2.34	2.23	5000
"CASS"	37.6	"3/2/2012"	"4:00pm"	-0.4	38	38.09	37.4	26179
"CAST"	5.45	"3/2/2012"	"4:00pm"	-0.15	5.6	5.63	5.38	92301
"CASY"	50.33	"3/2/2012"	"4:00pm"	-1.72	52.2	52.2	50.3	203978
"CATM"	27.66	"3/2/2012"	"4:00pm"	-0.605	28.32	28.5	27.11	435175
"CAVM"	35.17	"3/2/2012"	"4:00pm"	-0.45	35.8	36.3	35.14	841040
"CAZA"	9.85	"2/27/2012"	"1:51pm"	0	"N/A"	"N/A"	"N/A"	0
"CBAK"	0.76	"3/2/2012"	"3:59pm"	-0.01	0.76	0.78	0.74	43352
"CBAN"	3.85	"3/2/2012"	"3:16pm"	-0.1499	3.98	3.98	3.85	300
"CBEY"	7.29	"3/2/2012"	"4:00pm"	-0.16	7.48	7.57	7.26	141206
"CBIN"	12.94	"3/2/2012"	"3:55pm"	0.18	12.92	12.94	12.85	1350
"CBKN"	2.22	"3/2/2012"	"4:00pm"	-0.07	2.28	2.28	2.18	26334
"CBLI"	3.39	"3/2/2012"	"4:00pm"	-0.13	3.51	3.51	3.32	109785
"CBMX"	1.652	"3/2/2012"	"2:56pm"	0.002	1.6	1.652	1.6	2652
"CBNJ"	7.44	"3/2/2012"	"4:00pm"	-0.15	7.62	7.76	7.42	22112
"CBNK"	14.2001	"3/2/2012"	"3:59pm"	-0.2499	14.23	14.4368	14.17	5500
"CBOE"	27.62	"3/2/2012"	"4:00pm"	-0.26	27.87	27.9	27.56	349913
"CBOU"	16.77	"3/2/2012"	"4:00pm"	-0.11	16.98	17.03	16.61	249496
"CBPO"	9.51	"3/2/2012"	"3:54pm"	-0.34	9.85	9.85	9.14	82557
"CBRL"	54.94	"3/2/2012"	"4:00pm"	-0.5	55.48	55.91	54.64	243386
"CBRX"	0.6601	"3/2/2012"	"4:00pm"	-0.0098	0.6821	0.73	0.6523	2088594
"CBSH"	38.53	"3/2/2012"	"4:00pm"	-0.32	38.73	39.03	38.5	292208
"CBST"	42.05	"3/2/2012"	"4:00pm"	-0.64	42.76	42.76	41.66	568587
"CCBG"	7.5	"3/2/2012"	"4:00pm"	-0.34	7.8	7.9	7.5	29237
"CCCL"	3.54	"3/2/2012"	"3:59pm"	0.05	3.5	3.54	3.45	38322
"CCMP"	35.16	"3/2/2012"	"4:00pm"	-1.76	35.98	38	34.6	525859
"CCNE"	15	"3/2/2012"	"4:00pm"	-0.51	15.59	15.59	15	35875
								
"AAC"	9.78	"2/28/2012"	"11:08am"	0	"N/A"	"N/A"	"N/A"	0
"CCOI"	18.57	"3/2/2012"	"4:00pm"	-0.36	18.93	18.96	18.52	641092
"CCRN"	5.38	"3/2/2012"	"4:00pm"	-0.42	5.73	5.8	5.38	137900
"CCRT"	5.85	"3/2/2012"	"3:59pm"	0.14	5.78	6	5.7099	44098
"CCXI"	10.34	"3/2/2012"	"3:59pm"	0.19	10.07	10.42	10.07	4464
"CDII"	0.86	"3/2/2012"	"3:59pm"	-0.02	0.88	0.9	0.86	66510
"CDNS"	11.63	"3/2/2012"	"4:00pm"	-0.29	11.91	11.95	11.59	2417790
"CDTI"	3.02	"3/2/2012"	"4:00pm"	-0.07	3.17	3.17	3	63310
"CDXS"	3.92	"3/2/2012"	"4:00pm"	-0.05	4.01	4.03	3.9	324138
"CDZI"	9.79	"3/2/2012"	"4:00pm"	-0.53	10.36	10.52	9.77	30798
"CEBK"	18.5	"3/2/2012"	"3:59pm"	0.41	18.48	18.6	18.48	9433
"CECE"	7.18	"3/2/2012"	"3:59pm"	-0.06	7.27	7.3	7.08	7541
"CECO"	8.2	"3/2/2012"	"4:00pm"	-0.43	8.62	8.72	8.19	1429646
"CEDC"	4.15	"3/2/2012"	"4:00pm"	-0.3	4.41	4.48	4.09	1411037
"CELL"	8.75	"3/2/2012"	"4:00pm"	-0.04	8.81	8.88	8.65	876052
"CEMP"	7.5	"3/2/2012"	"4:00pm"	0	7.47	7.5	7.3001	6191
"CENT"	8.89	"3/2/2012"	"4:00pm"	-0.06	8.95	8.99	8.8	33750
"CENTA"	9.25	"3/2/2012"	"4:00pm"	-0.15	9.39	9.45	9.2	158673
"CENX"	9.88	"3/2/2012"	"4:00pm"	-0.25	10.14	10.22	9.83	1605479
"CERE"	13.95	"3/2/2012"	"4:00pm"	-0.21	13.88	14.03	13.55	19525
"CERN"	75.35	"3/2/2012"	"4:00pm"	0.62	74.84	75.41	74.51	1029013
"CERP"	0.97	"3/2/2012"	"3:59pm"	-0.0001	1	1.03	0.97	18068
"CERS"	3.57	"3/2/2012"	"4:00pm"	-0.18	3.68	3.78	3.55	730897
"CETV"	7.17	"3/2/2012"	"4:00pm"	-0.25	7.43	7.4985	7.12	289398
"CEVA"	24.17	"3/2/2012"	"4:00pm"	-0.61	24.7	25.17	23.95	571805
"CFBK"	0.9	"2/28/2012"	"2:15pm"	0	"N/A"	"N/A"	"N/A"	0
"CFFC"	3.07	"3/2/2012"	"3:10pm"	0.05	3.07	3.15	3.02	3686
"CFFI"	31.05	"3/2/2012"	"3:04pm"	0.46	30.95	31.052	30.551	1500
"CFFN"	11.69	"3/2/2012"	"4:00pm"	0	11.67	11.77	11.615	908093
"CFK"	10	"3/2/2012"	"11:02am"	-0.12	10	10.12	9.9	6463
"CFNB"	14.86	"3/2/2012"	"4:00pm"	-0.12	14.86	14.86	14.52	4788
"CFNL"	10.6	"3/2/2012"	"4:00pm"	-0.27	10.83	10.97	10.58	111101
"CGEI"	9.61	"3/1/2012"	"3:55pm"	0	"N/A"	"N/A"	"N/A"	0
"CGEN"	6.09	"3/2/2012"	"4:00pm"	0.15	5.91	6.13	5.91	111349
"CGNX"	42.05	"3/2/2012"	"4:00pm"	-0.81	42.72	42.97	40.9	314113
"CHCI"	1.71	"3/2/2012"	"3:59pm"	0	1.71	1.71	1.63	12833
"CHCO"	32.95	"3/2/2012"	"4:00pm"	-1.15	34.07	34.25	32.7708	49941
"CHDN"	49.92	"3/2/2012"	"4:00pm"	-1.69	51.5	52.37	49.88	44551
"CHDX"	8.84	"3/2/2012"	"4:00pm"	-0.6	9.51	9.51	8.78	58505
"CHEF"	20.72	"3/2/2012"	"4:00pm"	0.01	20.77	21.01	20.54	88300
"CHEV"	8.27	"3/2/2012"	"4:00pm"	0	8.29	8.31	8.27	5045
"CHFC"	21.18	"3/2/2012"	"4:00pm"	-0.75	21.72	"N/A"	21.1	94362
"CHFN"	9.12	"3/2/2012"	"4:00pm"	-0.44	9.57	9.65	9.06	6974
"CHKE"	11.04	"3/2/2012"	"4:00pm"	-0.15	11.2	11.25	10.97	35689
"CHKP"	58.72	"3/2/2012"	"4:00pm"	-0.24	59.06	59.18	58.38	1496501
"CHLN"	1.32	"3/2/2012"	"4:00pm"	-0.06	1.39	1.4	1.26	63300
"CHMP"	0.79	"3/2/2012"	"3:30pm"	-0.0099	0.79	0.798	0.77	4680
"CHNG"	1.93	"9/20/2011"	"2:59pm"	0	"N/A"	"N/A"	"N/A"	0
"CHNR"	8.8	"3/2/2012"	"3:46pm"	-0.26	8.7	9.0499	8.09	1940
"CHOP"	3.98	"3/2/2012"	"4:00pm"	0.03	3.93	4	3.85	73087
"CHRM"	9.845	"3/2/2012"	"3:59pm"	0.405	9.48	9.845	9.01	5208
								
"AAC"	9.78	"2/28/2012"	"11:08am"	0	"N/A"	"N/A"	"N/A"	0
"CHRS"	5.7	"3/2/2012"	"4:00pm"	-0.17	5.88	5.92	5.59	1851158
"CHRW"	66.22	"3/2/2012"	"4:00pm"	-0.63	66.72	66.93	66.14	843610
"CHSI"	62.03	"3/2/2012"	"4:00pm"	-0.35	62.65	62.71	61.53	287162
"CHTP"	3.62	"3/2/2012"	"4:00pm"	-0.06	3.68	3.72	3.58	1418903
"CHTR"	62.56	"3/2/2012"	"4:00pm"	-0.68	62.9	63.41	62.31	191804
"CHUX"	9.87	"3/2/2012"	"4:00pm"	-0.03	9.91	9.93	9.86	244650
"CHYR"	1.69	"3/2/2012"	"12:07pm"	-0.05	1.76	1.69	1.68	4200
"CIDM"	1.65	"3/2/2012"	"3:59pm"	-0.05	1.68	1.708	1.6	8754
"CIEN"	14.48	"3/2/2012"	"4:00pm"	-0.39	14.84	15	14.45	4228177
"CIGX"	3.81	"3/2/2012"	"4:00pm"	-0.16	3.96	4	3.77	1559742
"CIMT"	3.96	"3/2/2012"	"3:27pm"	0.01	3.94	3.99	3.79	7041
"CINF"	34.5	"3/2/2012"	"4:00pm"	-0.52	34.84	34.84	34.3	2692322
"CISG"	6	"3/2/2012"	"4:00pm"	-1.09	6.42	6.7	6	1009606
"CITZ"	5.21	"3/2/2012"	"3:59pm"	-0.34	5.24	5.34	5.21	19369
"CIZN"	18.64	"3/2/2012"	"3:57pm"	-0.3599	18.98	18.98	18.5101	670
"CJJD"	1.25	"3/2/2012"	"3:59pm"	-0.0401	1.29	1.29	1.25	2700
"CKEC"	7.71	"3/2/2012"	"4:00pm"	-0.1	7.81	7.845	7.7001	11820
"CKSW"	11.47	"3/2/2012"	"4:00pm"	-0.03	11.5	11.52	11.29	218826
"CLBH"	4.18	"3/2/2012"	"9:39am"	0.0799	4.18	4.18	4.18	100
"CLCT"	16.24	"3/2/2012"	"4:00pm"	0.66	16.24	16.48	16.05	95012
"CLDX"	3.77	"3/2/2012"	"4:00pm"	-0.02	3.84	3.85	3.75	860629
"CLFD"	5.74	"3/2/2012"	"4:00pm"	-0.01	5.76	5.8	5.63	31250
"CLMS"	12.03	"3/2/2012"	"4:00pm"	-0.33	12.36	12.43	12	156877
"CLMT"	24.16	"3/2/2012"	"4:00pm"	0.18	24.02	24.24	23.95	111327
"CLNE"	18.69	"3/2/2012"	"4:00pm"	-0.45	19.19	19.2	18.65	1117559
"CLNT"	0.28	"3/2/2012"	"3:59pm"	0.02	0.279	0.2849	0.2636	102540
"CLRO"	4.65	"3/2/2012"	"3:59pm"	-0.03	4.65	4.69	4.58	5036
"CLSN"	2.02	"3/2/2012"	"3:59pm"	-0.02	2.08	2.09	2	414164
"CLUB"	10.68	"3/2/2012"	"4:00pm"	0.43	10.51	10.909	10.4	305951
"CLVS"	23.55	"3/2/2012"	"4:00pm"	-1.19	24.62	24.82	23.37	32637
"CLWR"	2.24	"3/2/2012"	"4:00pm"	-0.05	2.24	2.28	2.23	7442216
"CLWT"	3.2199	"3/2/2012"	"3:57pm"	-0.0193	3.16	3.23	3.05	2239
"CMCO"	15.96	"3/2/2012"	"4:00pm"	-0.93	16.81	16.9	15.92	87236
"CMCSA"	29.24	"3/2/2012"	"4:00pm"	-0.21	29.36	29.61	29.08	10921590
"CMCSK"	28.57	"3/2/2012"	"4:00pm"	-0.14	28.66	28.96	28.47	4893590
"CME"	289.6	"3/2/2012"	"4:00pm"	0.06	290.06	292.09	288.39	443793
"CMFB"	13.9499	"3/2/2012"	"3:46pm"	0.0899	"N/A"	13.9499	13.7999	400
"CMLS"	3.3	"3/2/2012"	"4:00pm"	-0.12	3.43	3.47	3.3	218655
"CMRG"	3.08	"3/2/2012"	"4:00pm"	-0.07	3.18	3.2	3.08	452431
"CMSB"	7.42	"3/2/2012"	"12:00pm"	-0.9492	"N/A"	7.4201	7.42	1000
"CMTL"	31.76	"3/2/2012"	"4:00pm"	-0.28	31.95	32.33	31.55	154966
"CMVT"	6.37	"3/2/2012"	"4:00pm"	-0.08	6.46	6.5	6.35	1366483
"CNAF"	25.76	"3/2/2012"	"4:00pm"	0.354	25.48	25.86	25.34	3700
"CNBC"	9.5	"3/2/2012"	"4:00pm"	-0.14	9.68	9.68	9.42	29971
"CNBKA"	25	"3/2/2012"	"4:00pm"	-0.08	25.13	25.31	25	4644
"CNDO"	8	"3/2/2012"	"4:00pm"	0.27	7.74	8	7.7	73784
"CNET"	1.01	"3/2/2012"	"3:59pm"	0.01	1.01	1.04	1.01	12900
"CNIT"	1.44	"3/2/2012"	"4:00pm"	-0.1602	1.54	1.6	1.34	128422
"CNMD"	29.04	"3/2/2012"	"4:00pm"	-0.95	30.09	30.26	29.02	132758
"CNQR"	59.35	"3/2/2012"	"4:00pm"	-0.71	60.14	60.28	58.75	556189
								
"AAC"	9.78	"2/28/2012"	"11:08am"	0	"N/A"	"N/A"	"N/A"	0
"CNQR"	59.35	"3/2/2012"	"4:00pm"	-0.71	60.14	60.28	58.75	556189
"CNSL"	18.95	"3/2/2012"	"4:00pm"	-0.06	18.99	19.14	18.75	130914
"CNTF"	1.61	"3/2/2012"	"4:00pm"	-0.02	1.63	1.71	1.61	438104
"CNTY"	2.861	"3/2/2012"	"3:54pm"	-0.049	2.92	2.94	2.86	29665
"CNVO"	15.61	"3/2/2012"	"4:00pm"	-0.02	15.55	"N/A"	15.48	617671
"CNYD"	1.89	"3/2/2012"	"3:51pm"	0.14	1.83	1.94	1.75	194220
"COBK"	12.1	"3/2/2012"	"3:30pm"	-0.1999	12.1	12.1	12.1	900
"COBR"	4.38	"3/2/2012"	"3:45pm"	-0.12	4.36	4.54	4.31	28315
"COBZ"	5.61	"3/2/2012"	"4:00pm"	-0.13	5.72	5.74	5.5	126133
"COCO"	4.24	"3/2/2012"	"4:00pm"	-0.32	4.49	4.521	4.13	3615539
"COGO"	2	"3/2/2012"	"3:59pm"	-0.08	2.04	2.18	1.93	24593
"COHR"	55.16	"3/2/2012"	"4:00pm"	-0.87	56.24	56.73	54.77	98391
"COHU"	10.59	"3/2/2012"	"4:00pm"	-0.24	10.76	10.99	10.4001	98113
"COKE"	64.26	"3/2/2012"	"4:00pm"	-0.24	64.61	65.27	64	20287
"COLB"	20.8	"3/2/2012"	"4:00pm"	-0.45	21.2	21.7	20.78	197494
"COLM"	48.96	"3/2/2012"	"4:00pm"	-0.8	49.69	49.89	48.93	134925
"COMV"	1.4	"3/2/2012"	"3:59pm"	-0.02	1.42	1.43	1.3899	191674
"CONN"	13.6	"3/2/2012"	"4:00pm"	0.03	13.56	13.91	13.5	155975
"COOL"	2.62	"3/2/2012"	"4:00pm"	0.04	2.58	2.65	2.579	628368
"CORE"	39.43	"3/2/2012"	"4:00pm"	-1.15	40.36	40.59	39.06	73069
"CORT"	4.03	"3/2/2012"	"4:00pm"	0	4.05	4.1	3.95	622101
"COSI"	0.992	"3/2/2012"	"4:00pm"	-0.038	1	1.05	0.9225	352140
"COST"	86.23	"3/2/2012"	"4:00pm"	0.07	85.71	86.3	85.71	1923258
"COWN"	2.76	"3/2/2012"	"4:00pm"	-0.12	2.86	2.89	2.75	287049
"CPBC"	5.82	"3/2/2012"	"3:52pm"	0.26	5.67	5.93	5.67	918
"CPGI"	0.95	"3/2/2012"	"3:10pm"	0	0.94	0.9501	0.9344	20445
"CPHC"	10.98	"3/2/2012"	"4:00pm"	0.48	10.73	11.0499	10.5	8022
"CPHD"	39.42	"3/2/2012"	"4:00pm"	-0.76	40.35	40.78	39.32	516838
"CPIX"	7.84	"3/2/2012"	"3:59pm"	0.13	7.7	7.94	7.541	27762
"CPLA"	37.65	"3/2/2012"	"4:00pm"	-1.03	38.54	39.0239	37.54	240454
"CPLP"	7.29	"3/2/2012"	"4:00pm"	-0.13	7.36	7.47	7.2675	138110
"CPNO"	36.1	"3/2/2012"	"4:00pm"	-0.69	36.61	36.63	35.63	525073
"CPRT"	50.22	"3/2/2012"	"4:00pm"	-0.6	50.87	50.94	50	181704
"CPRX"	1.13	"3/2/2012"	"3:59pm"	0.02	1.12	1.139	1.11	16930
"CPSI"	60.38	"3/2/2012"	"4:00pm"	0.54	60	60.83	59.34	118398
"CPSL"	0.45	"3/2/2012"	"3:59pm"	0	0.45	0.47	0.45	84857
"CPSS"	1.24	"3/2/2012"	"3:59pm"	0.01	1.25	1.26	1.23	20505
"CPST"	1.1	"3/2/2012"	"4:00pm"	-0.04	1.14	1.15	1.1	3208315
"CPTS"	13.99	"3/2/2012"	"4:00pm"	-0.06	14.125	14.48	13.74	409451
"CPWM"	13.44	"3/2/2012"	"4:00pm"	-0.19	13.78	13.9	13.35	182709
"CPWR"	9.1	"3/2/2012"	"4:00pm"	-0.02	9.14	9.185	9.04	2079959
"CRAI"	22.49	"3/2/2012"	"4:00pm"	-0.63	23.25	23.26	22.29	39330
"CRAY"	7.65	"3/2/2012"	"4:00pm"	-0.3	7.91	7.92	7.59	237332
"CRBC"	13.62	"3/2/2012"	"4:00pm"	-0.19	13.81	13.845	13.57	160752
"CRDC"	1.96	"3/2/2012"	"4:00pm"	-0.04	1.98	2.047	1.96	74365
"CRDN"	30.29	"3/2/2012"	"4:00pm"	-0.73	31.05	31.72	30.11	342996
"CRDS"	5.35	"3/2/2012"	"4:00pm"	-0.12	5.48	5.6	5.32	14000
"CRED"	11.5	"3/2/2012"	"3:59pm"	-0.14	11.44	11.6199	11.3	1500
"CREE"	29.99	"3/2/2012"	"4:00pm"	-0.34	30.33	30.7	29.75	1994616
"CREG"	1.26	"3/2/2012"	"3:32pm"	-0.08	1.25	1.26	1.23	8473
								
"AAC"	9.78	"2/28/2012"	"11:08am"	0	"N/A"	"N/A"	"N/A"	0
"CRESY"	12.64	"3/2/2012"	"3:59pm"	-0.13	12.77	12.9	12.64	64393
"CRFN"	4.0501	"3/1/2012"	"2:08pm"	0	4.01	"N/A"	"N/A"	0
"CRIC"	5.6	"3/2/2012"	"4:00pm"	0.12	5.59	5.65	5.38	49988
"CRIS"	4.41	"3/2/2012"	"4:00pm"	-0.12	4.52	4.6	4.41	609833
"CRMB"	3.68	"3/2/2012"	"3:59pm"	-0.07	3.71	3.89	3.65	62390
"CRME"	2.19	"3/2/2012"	"4:00pm"	0.05	2.16	2.24	2.132	69464
"CRMT"	44.6	"3/2/2012"	"4:00pm"	-0.65	45.44	45.78	44.44	38666
"CRNT"	8.85	"3/2/2012"	"3:59pm"	-0.19	8.98	9.07	8.79	190573
"CROX"	20.05	"3/2/2012"	"4:00pm"	-0.31	20.45	20.72	20.01	1510107
"CRRB"	3.5	"2/29/2012"	"2:31pm"	0	"N/A"	"N/A"	"N/A"	0
"CRRC"	10.61	"3/2/2012"	"4:00pm"	-0.47	11.12	11.19	10.59	42592
"CRTX"	5.01	"3/2/2012"	"4:00pm"	-0.47	5.51	5.6499	5	24147
"CRUS"	23.44	"3/2/2012"	"4:00pm"	-0.37	23.8	23.93	23.4	2610488
"CRVL"	43.3	"3/2/2012"	"4:00pm"	-1.71	45.02	45.24	43.03	20708
"CRWN"	1.23	"3/2/2012"	"4:00pm"	-0.05	1.3	1.35	1.23	175360
"CRWS"	4.2	"3/2/2012"	"3:47pm"	0.07	4.25	4.25	4.2	7996
"CRYP"	2.52	"3/2/2012"	"3:58pm"	0.01	2.5	2.52	2.5	17436
"CRZO"	29.915	"3/2/2012"	"4:00pm"	-0.375	30.15	30.64	29.64	1512610
"CSBC"	4.4	"3/2/2012"	"3:40pm"	-0.04	4.46	4.46	4.2	6912
"CSBK"	9.75	"3/2/2012"	"4:00pm"	0.06	9.65	9.78	9.64	47942
"CSCD"	3.81	"3/2/2012"	"1:31pm"	0.19	3.83	3.83	"N/A"	1405
"CSCO"	19.76	"3/2/2012"	"4:00pm"	-0.12	19.84	19.89	19.71	26906896
"CSFL"	6.64	"3/2/2012"	"4:00pm"	-0.33	6.95	7.0293	6.61	84461
"CSGP"	58.92	"3/2/2012"	"4:00pm"	-1.93	60.31	60.69	58.2625	235942
"CSGS"	15.85	"3/2/2012"	"4:00pm"	-0.19	15.99	16.08	15.75	143690
"CSII"	8.77	"3/2/2012"	"4:00pm"	-0.28	9.25	9.25	8.73	259100
"CSIQ"	3.74	"3/2/2012"	"4:00pm"	0.07	3.7	3.82	3.66	970557
"CSKI"	1.1	"2/15/2012"	"10:22am"	0	"N/A"	"N/A"	"N/A"	0
"CSOD"	21.2	"3/2/2012"	"4:00pm"	0.31	20.845	21.44	20.66	206765
"CSPI"	3.76	"3/2/2012"	"4:00pm"	-0.03	3.74	3.79	3.7	1520
"CSRE"	15.21	"3/2/2012"	"11:37am"	-0.58	15.68	15.68	15.2	2400
"CSTR"	61.4	"3/2/2012"	"4:00pm"	0.43	61.14	62.79	60.59	1347039
"CSUN"	2.3099	"3/2/2012"	"3:59pm"	-0.0901	2.38	2.45	2.28	49207
"CSWC"	93.5	"3/2/2012"	"4:00pm"	0.45	92.13	94.1	92.13	10621
"CTAS"	38.31	"3/2/2012"	"4:00pm"	-0.49	38.67	38.85	38.02	529577
"CTBC"	8.18	"3/1/2012"	"9:30am"	0	"N/A"	"N/A"	"N/A"	0
"CTBI"	29.6	"3/2/2012"	"4:00pm"	-1.18	30.68	30.84	29.47	57663
"CTCH"	3.13	"3/2/2012"	"3:25pm"	-0.07	3.13	3.18	3.02	5556
"CTCM"	10.94	"3/2/2012"	"4:00pm"	0.09	10.91	11.11	10.88	499986
"CTCT"	28.79	"3/2/2012"	"4:00pm"	-1.21	29.99	30.89	28.72	716931
"CTDC"	0.855	"3/2/2012"	"3:38pm"	0.015	0.8401	0.855	0.84	5700
"CTEL"	12.96	"3/2/2012"	"3:59pm"	0.17	12.91	13.05	12.82	30998
"CTFO"	4.87	"3/2/2012"	"3:59pm"	-0.0501	4.92	4.97	4.85	50065
"CTGX"	14.1	"3/2/2012"	"4:00pm"	-0.71	14.87	14.92	14.09	36647
"CTHR"	4.52	"3/2/2012"	"4:00pm"	0.1	4.35	4.59	4.32	61037
"CTIB"	4.48	"3/2/2012"	"3:55pm"	-0.13	4.43	4.7	4.41	1000
"CTIC"	1.24	"3/2/2012"	"4:00pm"	-0.03	1.27	1.28	1.24	1226928
"CTRN"	10.93	"3/2/2012"	"4:00pm"	-0.32	11.29	11.38	10.9	133223
"CTRP"	27.74	"3/2/2012"	"4:00pm"	-0.01	27.7	28.045	27.46	2173291
"CTSH"	71.34	"3/2/2012"	"4:00pm"	-0.03	71.54	71.64	70.82	1377312
								
"AAC"	9.78	"2/28/2012"	"11:08am"	0	"N/A"	"N/A"	"N/A"	0
"CTWS"	27.69	"3/2/2012"	"4:00pm"	-1.09	28.78	28.85	27.511	30081
"CTXS"	75.43	"3/2/2012"	"4:00pm"	-0.83	75.96	76.2	74.83	1103798
"CUI"	4.97	"3/2/2012"	"3:53pm"	0.28	4.79	4.9999	"N/A"	14054
"CUTR"	9.39	"3/2/2012"	"4:00pm"	-0.28	9.76	9.81	9.26	34460
"CVBF"	10.64	"3/2/2012"	"4:00pm"	-0.21	10.9	10.94	10.63	810123
"CVBK"	0.732	"3/2/2012"	"3:59pm"	-0.0173	0.82	0.82	0.73	13296
"CVCO"	42.6	"3/2/2012"	"4:00pm"	-1.62	44.32	44.32	42.58	13169
"CVCY"	6.7	"3/2/2012"	"2:59pm"	0.06	6.74	6.75	6.68	1000
"CVGI"	11.87	"3/2/2012"	"4:00pm"	-0.44	12.23	12.32	11.81	248934
"CVGW"	27	"3/2/2012"	"4:00pm"	-0.42	27.48	27.59	26.97	73222
"CVLT"	50.99	"3/2/2012"	"4:00pm"	-1.49	52.46	52.467	50.44	514539
"CVLY"	10.68	"3/2/2012"	"3:46pm"	-0.06	10.69	10.69	10.68	200
"CVTI"	3.28	"3/2/2012"	"4:00pm"	-0.2	3.48	3.48	3.25	7982
"CVV"	11.78	"3/2/2012"	"4:00pm"	0.68	11.17	11.97	10.661	187761
"CVVT"	2.35	"3/2/2012"	"3:58pm"	0.03	2.37	2.38	2.3	25606
"CWBC"	2.06	"3/1/2012"	"3:58pm"	0	"N/A"	"N/A"	"N/A"	0
"CWCO"	7.95	"3/2/2012"	"4:00pm"	-0.09	8.04	8.1	7.88	127297
"CWEI"	82.82	"3/2/2012"	"4:00pm"	-5.58	88.53	88.53	82.78	69252
