"URL","name","other name","other name","other name","other name"
"http://arxiv.org/find/math,stat/1/au:+Leeb_H/0/1/0/all/0/1","Hannes Leeb",
"http://arxiv.org/find/math,stat/1/au:+Poetscher_B/0/1/0/all/0/1","Benedikt M. Poetscher",
"http://arxiv.org/find/math,stat/1/au:+Balabdaoui_F/0/1/0/all/0/1","Fadoua Balabdaoui",
"http://arxiv.org/find/math,stat/1/au:+Rufibach_K/0/1/0/all/0/1","Kaspar Rufibach",
"http://arxiv.org/find/math,stat/1/au:+Rousseau_J/0/1/0/all/0/1","Judith Rousseau","J. Rousseau"
"http://arxiv.org/find/math/1/au:+Bolla_M/0/1/0/all/0/1","Marianna Bolla",
"http://arxiv.org/find/math/1/au:+Koi_T/0/1/0/all/0/1","Tamas Koi",
"http://arxiv.org/find/math/1/au:+Takemura_A/0/1/0/all/0/1","Akimichi Takemura",
"http://arxiv.org/find/math/1/au:+Yoshida_R/0/1/0/all/0/1","Ruriko Yoshida",
"http://arxiv.org/find/math/1/au:+Kramli_A/0/1/0/all/0/1","Andras Kramli",
"http://arxiv.org/find/math,stat/1/au:+Shafer_G/0/1/0/all/0/1","Glenn Shafer",
"http://arxiv.org/find/math/1/au:+Ford_K/0/1/0/all/0/1","Kevin Ford",
"http://arxiv.org/find/stat/1/au:+Faugeras_O/0/1/0/all/0/1","Olivier P. Faugeras","Olivier Faugeras"
"http://arxiv.org/find/math,stat/1/au:+Jankowski_H/0/1/0/all/0/1","Hanna K. Jankowski",
"http://arxiv.org/find/math,stat/1/au:+Chen_S/0/1/0/all/0/1","Song Xi Chen","Shu-Chuan Chen","S. Chen","Songnian Chen"
"http://arxiv.org/find/math,stat/1/au:+Keilegom_I/0/1/0/all/0/1","Ingrid Van Keilegom",
"http://arxiv.org/find/math/1/au:+Baldi_P/0/1/0/all/0/1","P. Baldi",
"http://arxiv.org/find/math/1/au:+Marinucci_D/0/1/0/all/0/1","D. Marinucci","Domenico Marinucci"
"http://arxiv.org/find/q-bio/1/au:+Laubenbacher_R/0/1/0/all/0/1","Reinhard Laubenbacher",
"http://arxiv.org/find/q-bio/1/au:+Stigler_B/0/1/0/all/0/1","Brandilyn Stigler",
"http://arxiv.org/find/math/1/au:+Davies_E/0/1/0/all/0/1","E B Davies",
"http://arxiv.org/find/stat/1/au:+Boulet_R/0/1/0/all/0/1","Romain Boulet",
"http://arxiv.org/find/stat/1/au:+Jouve_B/0/1/0/all/0/1","Bertrand Jouve",
"http://arxiv.org/find/stat/1/au:+Rossi_F/0/1/0/all/0/1","Fabrice Rossi",
"http://arxiv.org/find/stat/1/au:+Villa_N/0/1/0/all/0/1","Nathalie Villa",
"http://arxiv.org/find/math,stat/1/au:+Fort_J/0/1/0/all/0/1","Jean-Claude Fort",
"http://arxiv.org/find/math,stat/1/au:+Pages_G/0/1/0/all/0/1","Gilles Pagès",
"http://arxiv.org/find/math,stat/1/au:+Arlot_S/0/1/0/all/0/1","Sylvain Arlot",
"http://arxiv.org/find/math,stat/1/au:+Blanchard_G/0/1/0/all/0/1","Gilles Blanchard",
"http://arxiv.org/find/math,stat/1/au:+Roquain_E/0/1/0/all/0/1","Etienne Roquain",
"http://arxiv.org/find/stat/1/au:+Elfattah_A/0/1/0/all/0/1","A. M. Abd Elfattah",
"http://arxiv.org/find/stat/1/au:+Marwa_O/0/1/0/all/0/1","O. Mohamed Marwa",
"http://arxiv.org/find/stat/1/au:+Cottrell_M/0/1/0/all/0/1","Marie Cottrell",
"http://arxiv.org/find/stat/1/au:+Ibbou_S/0/1/0/all/0/1","Smail Ibbou",
"http://arxiv.org/find/stat/1/au:+Letremy_P/0/1/0/all/0/1","Patrick Letrémy",
"http://arxiv.org/find/math,stat/1/au:+Mijatovic_A/0/1/0/all/0/1","Aleksandar Mijatovi?",
"http://arxiv.org/find/math,stat/1/au:+Schneider_P/0/1/0/all/0/1","Paul Schneider",
"http://arxiv.org/find/math,stat/1/au:+Akakpo_N/0/1/0/all/0/1","Nathalie Akakpo",
"http://arxiv.org/find/stat/1/au:+Gaubert_P/0/1/0/all/0/1","Patrice Gaubert",
"http://arxiv.org/find/stat/1/au:+Rynkiewicz_J/0/1/0/all/0/1","Joseph Rynkiewicz",
"http://arxiv.org/find/math,stat/1/au:+Potscher_B/0/1/0/all/0/1","Benedikt M. Pötscher","Benedikt M. Potscher"
"http://arxiv.org/find/math,stat/1/au:+Bickel_P/0/1/0/all/0/1","Peter J. Bickel","Peter Bickel","P. J. Bickel"
"http://arxiv.org/find/math,stat/1/au:+Ritov_Y/0/1/0/all/0/1","Ya'acov Ritov","Yaacov Ritov","Ya'Acov Ritov","Y. Ritov"
"http://arxiv.org/find/q-fin/1/au:+Brody_D/0/1/0/all/0/1","Dorje C. Brody",
"http://arxiv.org/find/q-fin/1/au:+Hughston_L/0/1/0/all/0/1","Lane P. Hughston",
"http://arxiv.org/find/q-fin/1/au:+Macrina_A/0/1/0/all/0/1","Andrea Macrina",
"http://arxiv.org/find/math,stat/1/au:+Lugosi_G/0/1/0/all/0/1","Gabor Lugosi","Gábor Lugosi","G. Lugosi"
"http://arxiv.org/find/math,stat/1/au:+Mannor_S/0/1/0/all/0/1","Shie Mannor",
"http://arxiv.org/find/math,stat/1/au:+Stoltz_G/0/1/0/all/0/1","Gilles Stoltz",
"http://arxiv.org/find/math/1/au:+Friedl_K/0/1/0/all/0/1","Katalin Friedl",
"http://arxiv.org/find/cs/1/au:+McGuire_P/0/1/0/all/0/1","P.C. McGuire",
"http://arxiv.org/find/cs/1/au:+Gross_C/0/1/0/all/0/1","C. Gross",
"http://arxiv.org/find/math,stat/1/au:+Abramov_V/0/1/0/all/0/1","Vyacheslav M. Abramov",
"http://arxiv.org/find/math,stat/1/au:+Klebaner_F/0/1/0/all/0/1","Fima C. Klebaner",
"http://arxiv.org/find/math,stat/1/au:+Sheena_Y/0/1/0/all/0/1","Yo Sheena",
"http://arxiv.org/find/cs/1/au:+Wendt_L/0/1/0/all/0/1","L. Wendt",
"http://arxiv.org/find/cs/1/au:+Bonnici_A/0/1/0/all/0/1","A. Bonnici",
"http://arxiv.org/find/cs/1/au:+Souza_Egipsy_V/0/1/0/all/0/1","V. Souza-Egipsy",
"http://arxiv.org/find/cs/1/au:+Ormo_J/0/1/0/all/0/1","J. Ormo",
"http://arxiv.org/find/cs/1/au:+Diaz_Martinez_E/0/1/0/all/0/1","E. Diaz-Martinez",
"http://arxiv.org/find/cs/1/au:+Foing_B/0/1/0/all/0/1","B.H. Foing",
"http://arxiv.org/find/cs/1/au:+Bose_R/0/1/0/all/0/1","R. Bose",
"http://arxiv.org/find/cs/1/au:+Walter_S/0/1/0/all/0/1","S. Walter",
"http://arxiv.org/find/cs/1/au:+Oesker_M/0/1/0/all/0/1","M. Oesker",
"http://arxiv.org/find/cs/1/au:+Ontrup_J/0/1/0/all/0/1","J. Ontrup",
"http://arxiv.org/find/cs/1/au:+Haschke_R/0/1/0/all/0/1","R. Haschke",
"http://arxiv.org/find/cs/1/au:+Ritter_H/0/1/0/all/0/1","H. Ritter",
"http://arxiv.org/find/math,stat/1/au:+Seregin_A/0/1/0/all/0/1","Arseni Seregin",
"http://arxiv.org/find/math,stat/1/au:+Liao_Y/0/1/0/all/0/1","Yuan Liao",
"http://arxiv.org/find/math/1/au:+Cooman_G/0/1/0/all/0/1","Gert de Cooman",
"http://arxiv.org/find/math/1/au:+Hermans_F/0/1/0/all/0/1","Filip Hermans",
"http://arxiv.org/find/math/1/au:+Pollak_M/0/1/0/all/0/1","Moshe Pollak",
"http://arxiv.org/find/math/1/au:+Tartakovsky_A/0/1/0/all/0/1","Alexander G. Tartakovsky","Alexander Tartakovsky"
"http://arxiv.org/find/math,stat/1/au:+Goldenhsluger_A/0/1/0/all/0/1","A. Goldenhsluger",
"http://arxiv.org/find/math,stat/1/au:+Jiang_W/0/1/0/all/0/1","Wenxin Jiang","Wenhua Jiang"
"http://arxiv.org/find/math,stat/1/au:+Dette_H/0/1/0/all/0/1","Holger Dette","H. Dette"
"http://arxiv.org/find/math/1/au:+Quaeghebeur_E/0/1/0/all/0/1","Erik Quaeghebeur",
"http://arxiv.org/find/math/1/au:+Miranda_E/0/1/0/all/0/1","Enrique Miranda",
"http://arxiv.org/find/math,stat/1/au:+Lepski_O/0/1/0/all/0/1","O. Lepski","Oleg V. Lepski","Oleg Lepski"
"http://arxiv.org/find/math,stat/1/au:+Goldenshluger_A/0/1/0/all/0/1","Alexander Goldenshluger","A. Goldenshluger"
"http://arxiv.org/find/math,stat/1/au:+Leonenko_N/0/1/0/all/0/1","Nikolai Leonenko","Nikolaj Leonenko","N. N. Leonenko","Nikolai N. Leonenko"
"http://arxiv.org/find/math,stat/1/au:+Pepelyshev_A/0/1/0/all/0/1","Andrey Pepelyshev",
"http://arxiv.org/find/math,stat/1/au:+Zhigljavsky_A/0/1/0/all/0/1","Anatoly Zhigljavsky",
"http://arxiv.org/find/math,stat/1/au:+Belomestny_D/0/1/0/all/0/1","Denis Belomestny",
"http://arxiv.org/find/math,stat/1/au:+Davis_R/0/1/0/all/0/1","Richard A. Davis",
"http://arxiv.org/find/math,stat/1/au:+Duembgen_L/0/1/0/all/0/1","Lutz Duembgen",
"http://arxiv.org/find/math,stat/1/au:+Lebre_S/0/1/0/all/0/1","Sophie Lèbre",
"http://arxiv.org/find/math,stat/1/au:+Lin_Z/0/1/0/all/0/1","Zhengyan Lin",
"http://arxiv.org/find/math,stat/1/au:+Liu_W/0/1/0/all/0/1","Weidong Liu","Wei Liu"
"http://arxiv.org/find/q-bio/1/au:+Gorban_A/0/1/0/all/0/1","A.N. Gorban",
"http://arxiv.org/find/q-bio/1/au:+Zinovyev_A/0/1/0/all/0/1","A.Yu. Zinovyev",
"http://arxiv.org/find/math,stat/1/au:+Mikosch_T/0/1/0/all/0/1","Thomas Mikosch",
"http://arxiv.org/find/math,stat/1/au:+Beran_J/0/1/0/all/0/1","Jan Beran",
"http://arxiv.org/find/math,stat/1/au:+Schutzner_M/0/1/0/all/0/1","Martin Schützner",
"http://arxiv.org/find/math/1/au:+Kardos_F/0/1/0/all/0/1","Frantisek Kardos",
"http://arxiv.org/find/math/1/au:+Kral_D/0/1/0/all/0/1","Daniel Král'",
"http://arxiv.org/find/math/1/au:+Miskuf_J/0/1/0/all/0/1","Jozef Miskuf",
"http://arxiv.org/find/math/1/au:+Sereni_J/0/1/0/all/0/1","Jean-Sébastien Sereni",
"http://arxiv.org/find/math/1/au:+Kahale_N/0/1/0/all/0/1","Nabil Kahale",
"http://arxiv.org/find/math,stat/1/au:+Steland_A/0/1/0/all/0/1","Ansgar Steland",
"http://arxiv.org/find/stat/1/au:+Lupparelli_M/0/1/0/all/0/1","Monia Lupparelli",
"http://arxiv.org/find/stat/1/au:+Marchetti_G/0/1/0/all/0/1","Giovanni M. Marchetti",
"http://arxiv.org/find/stat/1/au:+Bergsma_W/0/1/0/all/0/1","Wicher P. Bergsma",
"http://arxiv.org/find/stat/1/au:+Parker_P/0/1/0/all/0/1","Peter A. Parker",
"http://arxiv.org/find/stat/1/au:+Mitran_P/0/1/0/all/0/1","Patrick Mitran",
"http://arxiv.org/find/stat/1/au:+Bliss_D/0/1/0/all/0/1","Daniel W. Bliss",
"http://arxiv.org/find/stat/1/au:+Tarokh_V/0/1/0/all/0/1","Vahid Tarokh",
"http://arxiv.org/find/math,stat/1/au:+Groeneboom_P/0/1/0/all/0/1","Piet Groeneboom",
"http://arxiv.org/find/math,stat/1/au:+Jongbloed_G/0/1/0/all/0/1","Geurt Jongbloed",
"http://arxiv.org/find/math,stat/1/au:+Witte_B/0/1/0/all/0/1","Birgit I. Witte","Birgit Witte"
"http://arxiv.org/find/math,stat/1/au:+Lacour_C/0/1/0/all/0/1","Claire Lacour",
"http://arxiv.org/find/cond-mat/1/au:+Lee_S/0/1/0/all/0/1","Sang Hoon Lee",
"http://arxiv.org/find/cond-mat/1/au:+Kim_P/0/1/0/all/0/1","Pan-Jun Kim",
"http://arxiv.org/find/cond-mat/1/au:+Jeong_H/0/1/0/all/0/1","Hawoong Jeong",
"http://arxiv.org/find/math/1/au:+Sinn_M/0/1/0/all/0/1","Mathieu Sinn",
"http://arxiv.org/find/math/1/au:+Keller_K/0/1/0/all/0/1","Karsten Keller",
"http://arxiv.org/find/math/1/au:+Lladser_M/0/1/0/all/0/1","Manuel Lladser",
"http://arxiv.org/find/math/1/au:+Betterton_M/0/1/0/all/0/1","M. D. Betterton",
"http://arxiv.org/find/math/1/au:+Knight_R/0/1/0/all/0/1","Rob Knight",
"http://arxiv.org/find/math,stat/1/au:+Berg_A/0/1/0/all/0/1","Arthur Berg",
"http://arxiv.org/find/math,stat/1/au:+Politis_D/0/1/0/all/0/1","Dimitris N. Politis",
